InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
576686,21914,BLUE HARMONICA IN BOX ,1,11/16/2011 12:08,1.25,16916.0,United Kingdom
566442,22077,6 RIBBONS RUSTIC CHARM,12,9/12/2011 15:29,1.95,14732.0,United Kingdom
560879,20996,JAZZ HEARTS ADDRESS BOOK,24,7/21/2011 15:23,0.19,16654.0,United Kingdom
562148,22961,JAM MAKING SET PRINTED,12,8/3/2011 10:49,1.45,13695.0,United Kingdom
551014,22662,LUNCH BAG DOLLY GIRL DESIGN,10,4/26/2011 11:04,1.65,13209.0,United Kingdom
580278,21733,RED HANGING HEART T-LIGHT HOLDER,1,12/2/2011 13:11,2.95,13560.0,United Kingdom
558713,15034,PAPER POCKET TRAVELING FAN ,24,7/1/2011 13:07,0.14,15483.0,United Kingdom
544421,22698,PINK REGENCY TEACUP AND SAUCER,6,2/18/2011 15:21,2.95,13951.0,United Kingdom
571461,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,10/17/2011 14:12,1.45,16932.0,United Kingdom
544571,22084,PAPER CHAIN KIT EMPIRE,6,2/21/2011 13:07,2.95,15146.0,United Kingdom
567476,22729,ALARM CLOCK BAKELIKE ORANGE,4,9/20/2011 13:19,3.75,14859.0,United Kingdom
544969,22318,FIVE HEART HANGING DECORATION,6,2/25/2011 11:32,2.95,15712.0,United Kingdom
557248,22526,WHEELBARROW FOR CHILDREN ,1,6/17/2011 15:22,12.75,14491.0,United Kingdom
571291,48138,DOORMAT UNION FLAG,1,10/16/2011 15:44,8.25,13610.0,United Kingdom
574313,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,11/3/2011 17:45,2.95,13267.0,United Kingdom
547924,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,3/28/2011 13:39,8.5,17749.0,United Kingdom
545164,85099B,JUMBO BAG RED RETROSPOT,10,2/28/2011 13:40,1.95,16458.0,United Kingdom
557787,22162,HEART GARLAND RUSTIC PADDED,3,6/22/2011 16:16,2.95,15041.0,United Kingdom
550163,22432,WATERING CAN PINK BUNNY,6,4/14/2011 16:26,1.95,14154.0,United Kingdom
573757,22727,ALARM CLOCK BAKELIKE RED ,15,11/1/2011 9:46,3.75,17166.0,United Kingdom
546635,22744,MAKE YOUR OWN MONSOON CARD KIT,2,3/15/2011 12:11,2.95,16392.0,United Kingdom
561708,23266,SET OF 3 WOODEN STOCKING DECORATION,12,7/29/2011 11:28,1.25,13575.0,United Kingdom
571120,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,10/14/2011 9:06,2.55,16950.0,United Kingdom
552721,23209,LUNCH BAG DOILEY PATTERN ,10,5/11/2011 9:55,1.65,14691.0,United Kingdom
537418,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,12/6/2010 15:13,0.55,17884.0,United Kingdom
542535,21888,BINGO SET,4,1/28/2011 13:37,3.75,12735.0,France
577770,22367,CHILDRENS APRON SPACEBOY DESIGN,8,11/21/2011 15:33,1.95,13282.0,United Kingdom
574671,47593B,SCOTTIE DOGS BABY BIB,2,11/6/2011 12:23,0.39,16744.0,United Kingdom
577338,22425,ENAMEL COLANDER CREAM,3,11/18/2011 14:52,4.95,17650.0,United Kingdom
568160,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,9/25/2011 12:25,0.29,17498.0,United Kingdom
539957,85152,HAND OVER THE CHOCOLATE   SIGN ,12,12/23/2010 12:58,2.1,12585.0,Germany
579133,23169,CLASSIC GLASS COOKIE JAR,2,11/28/2011 12:36,4.15,17852.0,United Kingdom
554697,21166,COOK WITH WINE METAL SIGN ,1,5/25/2011 17:31,2.08,14584.0,United Kingdom
536404,85049G,CHOCOLATE BOX RIBBONS ,12,12/1/2010 11:29,1.25,16218.0,United Kingdom
572872,23229,VINTAGE DONKEY TAIL GAME ,2,10/26/2011 13:27,3.75,15320.0,United Kingdom
573876,23198,PANTRY MAGNETIC  SHOPPING LIST,5,11/1/2011 12:48,1.45,16360.0,United Kingdom
566904,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,9/15/2011 13:57,2.95,15660.0,United Kingdom
553228,22544,MINI JIGSAW SPACEBOY,24,5/16/2011 10:48,0.42,16496.0,United Kingdom
580692,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,32,12/5/2011 15:51,0.42,13173.0,United Kingdom
537622,22434,BALLOON PUMP WITH 10 BALLOONS,1,12/7/2010 14:30,1.95,13173.0,United Kingdom
565921,21485,RETROSPOT HEART HOT WATER BOTTLE,6,9/8/2011 9:13,4.95,13889.0,United Kingdom
547558,21497,FANCY FONTS BIRTHDAY WRAP,100,3/23/2011 17:25,0.42,17966.0,United Kingdom
554935,23170,REGENCY TEA PLATE ROSES ,12,5/27/2011 13:30,1.65,14338.0,United Kingdom
575757,22493,PAINT YOUR OWN CANVAS SET,2,11/11/2011 10:49,1.65,17295.0,United Kingdom
537855,22574,HEART WOODEN CHRISTMAS DECORATION,2,12/8/2010 15:59,0.85,15996.0,United Kingdom
571030,22356,CHARLOTTE BAG PINK POLKADOT,10,10/13/2011 12:26,0.85,12876.0,Belgium
575905,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,11/11/2011 15:49,1.25,13732.0,United Kingdom
578945,22469,HEART OF WICKER SMALL,1,11/27/2011 13:47,1.65,16877.0,United Kingdom
577595,22380,TOY TIDY SPACEBOY  ,2,11/20/2011 16:12,2.1,16399.0,United Kingdom
544601,22024,RAINY LADIES BIRTHDAY CARD,12,2/22/2011 9:00,0.42,16638.0,United Kingdom
572194,85034A,3 GARDENIA MORRIS BOXED CANDLES,1,10/21/2011 11:43,1.25,17832.0,United Kingdom
576784,35001G,HAND OPEN SHAPE GOLD,1,11/16/2011 13:40,4.25,16204.0,United Kingdom
542105,22804,CANDLEHOLDER PINK HANGING HEART,2,1/25/2011 13:35,2.95,12854.0,United Kingdom
565333,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,9/2/2011 14:23,4.15,12375.0,Finland
568919,23263,SET OF 3 WOODEN HEART DECORATIONS,12,9/29/2011 14:38,1.25,12937.0,United Kingdom
555604,20728,LUNCH BAG CARS BLUE,10,6/6/2011 11:37,1.65,16612.0,United Kingdom
540834,22696,WICKER WREATH LARGE,48,1/11/2011 14:50,1.65,14733.0,United Kingdom
572295,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,2,10/23/2011 13:49,1.25,16686.0,United Kingdom
546681,22138,BAKING SET 9 PIECE RETROSPOT ,3,3/16/2011 8:29,4.95,16297.0,United Kingdom
577751,21822,GLITTER CHRISTMAS TREE WITH BELLS,6,11/21/2011 14:34,0.79,12904.0,United Kingdom
549280,22423,REGENCY CAKESTAND 3 TIER,16,4/7/2011 13:18,10.95,13854.0,United Kingdom
576611,23176,ABC TREASURE BOOK BOX ,2,11/15/2011 16:29,2.25,17357.0,United Kingdom
542733,20984,12 PENCILS TALL TUBE POSY,1,1/31/2011 15:35,0.85,15058.0,United Kingdom
544421,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2/18/2011 15:21,2.95,13951.0,United Kingdom
573377,20751,FUNKY WASHING UP GLOVES ASSORTED,2,10/30/2011 13:51,2.1,14653.0,United Kingdom
569513,23217,LAUREL HEART ANTIQUE SILVER,36,10/4/2011 13:55,1.25,14332.0,United Kingdom
541658,20767,BLUE PAISLEY JOURNAL ,2,1/20/2011 12:16,2.55,15529.0,United Kingdom
538826,47590A,BLUE HAPPY BIRTHDAY BUNTING,2,12/14/2010 12:58,5.45,12370.0,Cyprus
569904,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,10/6/2011 16:27,6.35,13023.0,United Kingdom
568163,22979,PANTRY WASHING UP BRUSH,4,9/25/2011 12:34,1.45,14540.0,United Kingdom
553912,23165,LARGE CERAMIC TOP STORAGE JAR,12,5/19/2011 19:32,1.65,15122.0,United Kingdom
558056,22079,RIBBON REEL HEARTS DESIGN ,10,6/24/2011 14:54,1.65,15186.0,United Kingdom
563257,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,8/15/2011 12:07,1.45,13799.0,United Kingdom
569148,22867,HAND WARMER BIRD DESIGN,12,9/30/2011 15:52,2.1,16613.0,United Kingdom
552045,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,5/6/2011 9:22,0.55,18241.0,United Kingdom
536593,21524,DOORMAT SPOTTY HOME SWEET HOME,2,12/1/2010 17:15,7.95,16835.0,United Kingdom
574529,21918,SET 12 KIDS COLOUR  CHALK STICKS,4,11/4/2011 14:06,0.42,17233.0,United Kingdom
570724,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,10/12/2011 11:22,11.95,12602.0,France
556879,20781,GOLD EAR MUFF HEADPHONES,1,6/15/2011 12:07,5.49,16461.0,United Kingdom
548470,22321,BIRD DECORATION RED RETROSPOT,24,3/31/2011 12:36,0.85,12782.0,Portugal
569513,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,24,10/4/2011 13:55,2.55,14332.0,United Kingdom
543990,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2/15/2011 9:59,1.65,15122.0,United Kingdom
561100,21179,NO JUNK MAIL METAL SIGN,24,7/25/2011 11:01,0.39,15289.0,United Kingdom
577302,23330,DECORATIVE WICKER HEART MEDIUM,2,11/18/2011 12:57,1.25,17904.0,United Kingdom
569220,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,10/2/2011 13:26,2.08,16007.0,United Kingdom
569843,22398,MAGNETS PACK OF 4 SWALLOWS,12,10/6/2011 13:29,0.39,14449.0,United Kingdom
571429,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,10/17/2011 12:50,4.15,15335.0,United Kingdom
562418,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,8/4/2011 16:34,1.65,16572.0,United Kingdom
570455,21914,BLUE HARMONICA IN BOX ,1,10/10/2011 15:27,1.25,14529.0,United Kingdom
580097,22485,SET OF 2 WOODEN MARKET CRATES,2,12/1/2011 14:58,12.75,14216.0,United Kingdom
577143,23084,RABBIT NIGHT LIGHT,6,11/18/2011 9:31,2.08,13200.0,United Kingdom
572082,21212,PACK OF 72 RETROSPOT CAKE CASES,24,10/20/2011 14:18,0.55,17672.0,United Kingdom
543306,22587,FELTCRAFT HAIRBAND RED AND BLUE,1,2/7/2011 11:56,0.85,16686.0,United Kingdom
567523,23322,LARGE WHITE HEART OF WICKER,12,9/21/2011 8:27,2.95,17034.0,United Kingdom
556483,20685,DOORMAT RED RETROSPOT,1,6/12/2011 13:12,7.95,14823.0,United Kingdom
572194,84596G,SMALL CHOCOLATES PINK BOWL,1,10/21/2011 11:43,0.42,17832.0,United Kingdom
565583,22366,DOORMAT AIRMAIL ,2,9/5/2011 12:41,7.95,12816.0,Poland
560359,21212,PACK OF 72 RETROSPOT CAKE CASES,2,7/18/2011 11:47,0.55,14159.0,United Kingdom
561648,85130B,BEADED CRYSTAL HEART GREEN LARGE,2,7/28/2011 15:21,0.79,15746.0,United Kingdom
536813,22042,CHRISTMAS CARD SINGING ANGEL,12,12/2/2010 16:59,0.42,15646.0,United Kingdom
573150,22196,SMALL HEART MEASURING SPOONS,3,10/27/2011 20:07,0.85,15014.0,United Kingdom
563510,23317,BLUE REFECTORY CLOCK ,4,8/17/2011 10:50,9.95,15734.0,United Kingdom
543815,22860,EASTER TIN CHICKS PINK DAISY,2,2/13/2011 15:18,1.65,17255.0,United Kingdom
562579,22158,3 HEARTS HANGING DECORATION RUSTIC,24,8/7/2011 13:30,2.95,16950.0,United Kingdom
553074,20716,PARTY FOOD SHOPPER BAG,2,5/13/2011 11:45,1.25,15529.0,United Kingdom
559362,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,7/8/2011 8:43,4.95,12635.0,Germany
580639,22217,T-LIGHT HOLDER HANGING LACE,2,12/5/2011 12:46,0.39,17254.0,United Kingdom
573377,22795,SWEETHEART RECIPE BOOK STAND,1,10/30/2011 13:51,6.75,14653.0,United Kingdom
538709,21867,PINK UNION JACK  LUGGAGE TAG,1,12/14/2010 10:46,1.25,16442.0,United Kingdom
556426,20725,LUNCH BAG RED RETROSPOT,10,6/10/2011 13:18,1.65,16729.0,United Kingdom
577026,23082,SET 6 PAPER TABLE LANTERN HEARTS ,24,11/17/2011 12:55,3.75,17237.0,United Kingdom
563522,22611,VINTAGE UNION JACK SHOPPING BAG,3,8/17/2011 10:59,4.95,17975.0,United Kingdom
553393,20719,WOODLAND CHARLOTTE BAG,1,5/16/2011 16:46,1.63,,United Kingdom
554993,22195,LARGE HEART MEASURING SPOONS,3,5/29/2011 14:13,1.65,17051.0,United Kingdom
557027,POST,POSTAGE,2,6/16/2011 13:24,40.0,12816.0,Poland
550912,22501,PICNIC BASKET WICKER LARGE,2,4/21/2011 13:17,9.95,13267.0,United Kingdom
542727,22971,QUEENS GUARD COFFEE MUG,6,1/31/2011 15:09,2.55,17604.0,United Kingdom
537399,22718,CARD CAT AND TREE ,12,12/6/2010 14:31,0.42,13030.0,United Kingdom
576351,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,11/14/2011 15:51,4.95,17235.0,United Kingdom
575937,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,12,11/13/2011 11:24,1.45,12935.0,United Kingdom
560453,22432,WATERING CAN PINK BUNNY,12,7/19/2011 9:52,1.95,13209.0,United Kingdom
559313,23298,SPOTTY BUNTING,6,7/7/2011 13:44,4.95,16325.0,United Kingdom
577555,22639,SET OF 4 NAPKIN CHARMS HEARTS,32,11/20/2011 15:35,2.1,13200.0,United Kingdom
577302,85136C,RED SHARK HELICOPTER,1,11/18/2011 12:57,7.95,17904.0,United Kingdom
573769,23427,STOOL HOME SWEET HOME ,1,11/1/2011 10:04,12.5,13292.0,United Kingdom
570521,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,10/11/2011 10:43,4.95,12371.0,Switzerland
579153,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,11/28/2011 13:26,1.65,12660.0,France
569461,23510,MINI PLAYING CARDS GYMKHANA,20,10/4/2011 11:36,0.42,16556.0,United Kingdom
567805,22586,FELTCRAFT HAIRBAND PINK AND BLUE,12,9/22/2011 12:15,0.85,12854.0,United Kingdom
547924,21314,SMALL GLASS HEART TRINKET POT,8,3/28/2011 13:39,2.1,17749.0,United Kingdom
537676,22915,ASSORTED BOTTLE TOP  MAGNETS ,120,12/8/2010 9:53,0.36,12386.0,Australia
577086,85099B,JUMBO BAG RED RETROSPOT,10,11/17/2011 15:50,2.08,16070.0,United Kingdom
560979,23076,ICE CREAM SUNDAE LIP GLOSS,24,7/22/2011 12:21,1.25,15232.0,United Kingdom
536851,22128,PARTY CONES CANDY ASSORTED,60,12/3/2010 9:49,1.25,12967.0,United Kingdom
569036,21903,MAN FLU METAL SIGN,12,9/30/2011 10:44,2.1,18217.0,United Kingdom
574529,23241,TREASURE TIN GYMKHANA DESIGN,2,11/4/2011 14:06,2.08,17233.0,United Kingdom
547122,22730,ALARM CLOCK BAKELIKE IVORY,4,3/21/2011 11:52,3.75,17678.0,United Kingdom
575211,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,11/9/2011 10:39,3.75,17377.0,United Kingdom
561100,22023,EMPIRE BIRTHDAY CARD,12,7/25/2011 11:01,0.42,15289.0,United Kingdom
579991,22984,CARD GINGHAM ROSE ,12,12/1/2011 11:20,0.42,13159.0,United Kingdom
539144,84078A,SET/4 WHITE RETRO STORAGE CUBES ,16,12/16/2010 11:36,34.95,12980.0,United Kingdom
542731,15036,ASSORTED COLOURS SILK FAN,24,1/31/2011 15:27,0.75,13600.0,United Kingdom
569568,22727,ALARM CLOCK BAKELIKE RED ,8,10/5/2011 9:57,3.75,12700.0,France
578949,22672,FRENCH BATHROOM SIGN BLUE METAL,1,11/27/2011 14:30,1.65,14954.0,United Kingdom
547064,21866,UNION JACK FLAG LUGGAGE TAG,12,3/20/2011 13:38,1.25,16096.0,United Kingdom
565672,85049C,ROMANTIC PINKS RIBBONS ,12,9/6/2011 9:34,1.25,17700.0,United Kingdom
570637,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,10/11/2011 12:34,0.29,12530.0,Germany
562711,20982,12 PENCILS TALL TUBE SKULLS,1,8/8/2011 14:53,0.85,16788.0,United Kingdom
571429,22197,POPCORN HOLDER,5,10/17/2011 12:50,0.85,15335.0,United Kingdom
C564913,22960,JAM MAKING SET WITH JARS,-1,8/31/2011 12:39,4.25,12560.0,Germany
569247,22781,GUMBALL MAGAZINE RACK,12,10/3/2011 10:08,6.75,17924.0,United Kingdom
578824,23351,ROLL WRAP 50'S CHRISTMAS,2,11/25/2011 14:02,1.25,17883.0,United Kingdom
545021,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,6,2/25/2011 14:11,2.1,17663.0,United Kingdom
570269,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,24,10/10/2011 10:16,1.45,17227.0,United Kingdom
564055,22632,HAND WARMER RED RETROSPOT,12,8/22/2011 14:03,2.1,13933.0,United Kingdom
570269,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,10/10/2011 10:16,0.85,17227.0,United Kingdom
540373,84378,SET OF 3 HEART COOKIE CUTTERS,3,1/6/2011 17:10,1.25,13280.0,United Kingdom
566972,21790,VINTAGE SNAP CARDS,12,9/16/2011 9:13,0.85,16573.0,United Kingdom
543398,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/8/2011 10:47,2.95,16458.0,United Kingdom
580278,23302,KNEELING MAT HOUSEWORK  DESIGN,1,12/2/2011 13:11,0.79,13560.0,United Kingdom
547414,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,3/23/2011 9:54,0.85,17733.0,United Kingdom
545324,85066,CREAM SWEETHEART MINI CHEST,2,3/1/2011 14:58,12.75,13110.0,United Kingdom
540188,21518,BANK ACCOUNT  GREETING  CARD ,12,1/5/2011 13:57,0.42,16771.0,United Kingdom
562940,22365,DOORMAT RESPECTABLE HOUSE,20,8/11/2011 8:38,6.75,15498.0,United Kingdom
541684,85232A,SET/3 POLKADOT STACKING TINS,3,1/20/2011 15:22,4.95,15498.0,United Kingdom
551269,23138,SINGLE WIRE HOOK IVORY HEART,12,4/27/2011 12:21,1.45,12840.0,United Kingdom
573772,47566,PARTY BUNTING,1,11/1/2011 10:16,4.95,17377.0,United Kingdom
563753,21495,SKULLS AND CROSSBONES WRAP,25,8/19/2011 10:51,0.42,12513.0,France
539454,22659,LUNCH BOX I LOVE LONDON,2,12/17/2010 17:12,1.95,17377.0,United Kingdom
545001,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2/25/2011 12:40,0.55,16841.0,United Kingdom
579154,22865,HAND WARMER OWL DESIGN,2,11/28/2011 13:27,2.1,17218.0,United Kingdom
558557,47566,PARTY BUNTING,4,6/30/2011 13:17,4.95,13282.0,United Kingdom
550988,22905,CALENDAR IN SEASON DESIGN,6,4/21/2011 18:10,2.95,14231.0,United Kingdom
558328,22048,BIRTHDAY BANQUET GIFT WRAP,25,6/28/2011 12:09,0.42,15146.0,United Kingdom
578551,22382,LUNCH BAG SPACEBOY DESIGN ,10,11/24/2011 15:05,1.65,12937.0,United Kingdom
573546,22178,VICTORIAN GLASS HANGING T-LIGHT,12,10/31/2011 13:13,1.95,15974.0,United Kingdom
540373,22627,MINT KITCHEN SCALES,1,1/6/2011 17:10,8.5,13280.0,United Kingdom
576351,23437, 50'S CHRISTMAS GIFT BAG LARGE,20,11/14/2011 15:51,1.25,17235.0,United Kingdom
568075,47567B,TEA TIME KITCHEN APRON,1,9/23/2011 14:21,5.95,14652.0,United Kingdom
C578832,84987,SET OF 36 TEATIME PAPER DOILIES,-2,11/25/2011 15:18,1.45,13069.0,United Kingdom
565327,85169A,IVORY LOVE BIRD CANDLE,12,9/2/2011 13:48,1.25,12832.0,United Kingdom
541370,22356,CHARLOTTE BAG PINK POLKADOT,10,1/17/2011 14:51,0.85,18179.0,United Kingdom
549560,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,4/10/2011 13:26,1.65,15058.0,United Kingdom
548317,22938,CUPCAKE LACE PAPER SET 6,12,3/30/2011 12:43,1.95,18179.0,United Kingdom
558452,21238,RED RETROSPOT CUP,8,6/29/2011 13:51,0.85,15208.0,United Kingdom
544899,37448,CERAMIC CAKE DESIGN SPOTTED MUG,6,2/24/2011 12:32,1.49,13118.0,United Kingdom
561712,84406B,CREAM CUPID HEARTS COAT HANGER,1,7/29/2011 11:49,4.15,14499.0,United Kingdom
571263,22776,SWEETHEART 3 TIER CAKE STAND ,1,10/16/2011 11:06,9.95,14910.0,United Kingdom
549741,22502,PICNIC BASKET WICKER SMALL,4,4/12/2011 9:53,5.95,13655.0,United Kingdom
574481,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,11/4/2011 12:45,0.83,18022.0,United Kingdom
562313,22138,BAKING SET 9 PIECE RETROSPOT ,3,8/4/2011 11:38,4.95,14640.0,United Kingdom
561898,22299,PIG KEYRING WITH LIGHT & SOUND ,24,7/31/2011 15:25,1.25,12456.0,Switzerland
576690,21591,COSY HOUR CIGAR BOX MATCHES ,3,11/16/2011 12:19,1.25,15900.0,United Kingdom
579872,23506,MINI PLAYING CARDS SPACEBOY ,18,11/30/2011 16:54,0.42,14085.0,United Kingdom
552467,21668,RED STRIPE CERAMIC DRAWER KNOB,12,5/9/2011 15:29,1.25,15249.0,United Kingdom
556009,47566B,TEA TIME PARTY BUNTING,8,6/8/2011 11:37,4.95,18221.0,United Kingdom
561862,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,2,7/31/2011 10:38,2.1,15569.0,United Kingdom
580692,22212,FOUR HOOK  WHITE LOVEBIRDS,5,12/5/2011 15:51,2.1,13173.0,United Kingdom
576069,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,11/13/2011 15:57,0.83,13603.0,United Kingdom
573407,23419,HOME SWEET HOME BOTTLE ,1,10/30/2011 15:58,2.08,18067.0,United Kingdom
556264,23171,REGENCY TEA PLATE GREEN ,12,6/9/2011 18:42,1.65,16107.0,United Kingdom
541862,47580,TEA TIME DES TEA COSY,4,1/23/2011 16:02,2.55,14068.0,United Kingdom
552978,21165,BEWARE OF THE CAT METAL SIGN ,48,5/12/2011 14:46,1.45,12590.0,Germany
551277,21535,RED RETROSPOT SMALL MILK JUG,2,4/27/2011 13:06,2.55,13637.0,United Kingdom
537399,21931,JUMBO STORAGE BAG SUKI,2,12/6/2010 14:31,1.95,13030.0,United Kingdom
547924,21457,2 PICTURE BOOK EGGS EASTER DUCKS,12,3/28/2011 13:39,1.25,17749.0,United Kingdom
566319,23266,SET OF 3 WOODEN STOCKING DECORATION,12,9/12/2011 11:25,1.25,13431.0,United Kingdom
546036,22838,3 TIER CAKE TIN RED AND CREAM,8,3/9/2011 9:52,12.75,14645.0,United Kingdom
571476,21232,STRAWBERRY CERAMIC TRINKET BOX,4,10/17/2011 14:51,1.25,13546.0,United Kingdom
539957,22567,20 DOLLY PEGS RETROSPOT,12,12/23/2010 12:58,1.25,12585.0,Germany
572287,23250,VINTAGE RED TRIM ENAMEL BOWL ,4,10/23/2011 12:26,1.25,15584.0,United Kingdom
576758,23323,WHITE WICKER STAR ,8,11/16/2011 12:51,2.1,16814.0,United Kingdom
540815,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,3114,1/11/2011 12:55,2.1,15749.0,United Kingdom
566875,85099B,JUMBO BAG RED RETROSPOT,50,9/15/2011 13:43,2.08,17669.0,United Kingdom
569144,21096,SET/6 FRUIT SALAD  PAPER PLATES,5,9/30/2011 15:14,0.39,17227.0,United Kingdom
566020,22486,PLASMATRONIC LAMP,1,9/8/2011 12:47,12.75,13925.0,United Kingdom
573366,21189,WHITE HONEYCOMB PAPER GARLAND ,6,10/30/2011 13:17,1.65,16361.0,United Kingdom
547790,22076,6 RIBBONS EMPIRE  ,12,3/25/2011 12:04,1.65,12545.0,Spain
540402,22393,PAPERWEIGHT VINTAGE COLLAGE,12,1/7/2011 9:31,0.85,16567.0,United Kingdom
580539,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,12/5/2011 8:39,4.25,18180.0,United Kingdom
580260,23534,WALL ART STOP FOR TEA ,2,12/2/2011 12:36,5.95,14085.0,United Kingdom
566303,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,8,9/12/2011 8:24,3.95,12997.0,United Kingdom
C536826,35004B,SET OF 3 BLACK FLYING DUCKS,-3,12/2/2010 17:30,4.65,17924.0,United Kingdom
C543551,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-76,2/10/2011 10:00,7.65,16716.0,United Kingdom
560595,22998,TRAVEL CARD WALLET KEEP CALM,480,7/19/2011 16:45,0.36,16656.0,United Kingdom
565921,22867,HAND WARMER BIRD DESIGN,24,9/8/2011 9:13,2.1,13889.0,United Kingdom
577756,22945,CHRISTMAS METAL TAGS ASSORTED ,12,11/21/2011 14:59,0.85,15115.0,United Kingdom
560590,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,12,7/19/2011 15:55,3.25,12560.0,Germany
545635,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,3/4/2011 12:14,0.85,13557.0,United Kingdom
555535,20724,RED RETROSPOT CHARLOTTE BAG,10,6/5/2011 12:16,0.85,16458.0,United Kingdom
563855,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,8/19/2011 15:29,2.08,14709.0,United Kingdom
569901,22727,ALARM CLOCK BAKELIKE RED ,1,10/6/2011 16:20,3.75,12923.0,United Kingdom
564559,22452,MEASURING TAPE BABUSHKA PINK,6,8/26/2011 9:37,2.95,15811.0,United Kingdom
552291,48187,DOORMAT NEW ENGLAND,4,5/8/2011 14:00,7.95,15421.0,United Kingdom
555593,22729,ALARM CLOCK BAKELIKE ORANGE,4,6/6/2011 10:06,3.75,16298.0,United Kingdom
551543,22782,SET 3 WICKER STORAGE BASKETS ,1,5/3/2011 9:26,24.95,16055.0,United Kingdom
572092,23468,TUSCAN VILLA BIRD TABLE ,1,10/20/2011 14:41,8.25,17125.0,United Kingdom
575493,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,11/10/2011 8:39,2.95,18210.0,United Kingdom
579171,22466,FAIRY TALE COTTAGE NIGHT LIGHT,1,11/28/2011 14:30,1.95,13030.0,United Kingdom
538108,22574,HEART WOODEN CHRISTMAS DECORATION,12,12/9/2010 15:23,0.85,17456.0,United Kingdom
576373,48138,DOORMAT UNION FLAG,6,11/15/2011 8:43,8.25,12640.0,France
579148,22509,SEWING BOX RETROSPOT DESIGN ,1,11/28/2011 13:20,16.95,17523.0,United Kingdom
580687,22469,HEART OF WICKER SMALL,12,12/5/2011 15:38,1.65,16379.0,United Kingdom
545597,90040B,MURANO STYLE GLASS BRACELET BLACK,1,3/4/2011 10:58,3.5,14570.0,United Kingdom
543306,20725,LUNCH BAG RED RETROSPOT,2,2/7/2011 11:56,1.65,16686.0,United Kingdom
575485,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,11/9/2011 17:03,4.95,18274.0,United Kingdom
563510,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,8/17/2011 10:50,2.89,15734.0,United Kingdom
565144,85099B,JUMBO BAG RED RETROSPOT,30,9/1/2011 13:50,2.08,16456.0,United Kingdom
576840,22916,HERB MARKER THYME,1,11/16/2011 15:23,1.63,,United Kingdom
579711,22654,DELUXE SEWING KIT ,1,11/30/2011 14:17,5.95,15060.0,United Kingdom
561632,23342,MINT DINER WALL CLOCK,4,7/28/2011 14:30,8.5,15639.0,United Kingdom
577338,22560,TRADITIONAL MODELLING CLAY,24,11/18/2011 14:52,1.25,17650.0,United Kingdom
